fips,county_name,state,gini_index
19037,Chickasaw County,IA,0.3917
19039,Clarke County,IA,0.4501
19041,Clay County,IA,0.4236
19043,Clayton County,IA,0.4299
19045,Clinton County,IA,0.4319
19047,Crawford County,IA,0.4389
19049,Dallas County,IA,0.4354
19051,Davis County,IA,0.401
19053,Decatur County,IA,0.4237
19055,Delaware County,IA,0.4374
19057,Des Moines County,IA,0.4749
19059,Dickinson County,IA,0.4414
19061,Dubuque County,IA,0.4432
19063,Emmet County,IA,0.428
19065,Fayette County,IA,0.4482
19067,Floyd County,IA,0.4419
19069,Franklin County,IA,0.4214
19071,Fremont County,IA,0.432
19073,Greene County,IA,0.4073
19075,Grundy County,IA,0.3727
19077,Guthrie County,IA,0.4266
19079,Hamilton County,IA,0.4293
19081,Hancock County,IA,0.4104
19083,Hardin County,IA,0.4078
19085,Harrison County,IA,0.4097
19087,Henry County,IA,0.3963
19089,Howard County,IA,0.4194
19091,Humboldt County,IA,0.4353
19093,Ida County,IA,0.4329
19095,Iowa County,IA,0.4503
19097,Jackson County,IA,0.4173
19099,Jasper County,IA,0.4237
19101,Jefferson County,IA,0.5262
19103,Johnson County,IA,0.4945
19105,Jones County,IA,0.395
19107,Keokuk County,IA,0.444
19109,Kossuth County,IA,0.406
19111,Lee County,IA,0.4478
19113,Linn County,IA,0.4456
19115,Louisa County,IA,0.4264
19117,Lucas County,IA,0.4386
19119,Lyon County,IA,0.3879
19121,Madison County,IA,0.3697
19123,Mahaska County,IA,0.4256
19125,Marion County,IA,0.4294
19127,Marshall County,IA,0.3947
19129,Mills County,IA,0.4349
19131,Mitchell County,IA,0.4128
19133,Monona County,IA,0.3996
19135,Monroe County,IA,0.3977
19137,Montgomery County,IA,0.4739
19139,Muscatine County,IA,0.4073
19141,O'Brien County,IA,0.3961
19143,Osceola County,IA,0.4037
19145,Page County,IA,0.4564
19147,Palo Alto County,IA,0.421
19149,Plymouth County,IA,0.4083
19151,Pocahontas County,IA,0.3999
19153,Polk County,IA,0.4331
19155,Pottawattamie County,IA,0.43
19157,Poweshiek County,IA,0.4801
19159,Ringgold County,IA,0.424
19161,Sac County,IA,0.4398
19163,Scott County,IA,0.4606
19165,Shelby County,IA,0.4503
19167,Sioux County,IA,0.4063
19169,Story County,IA,0.4779
19171,Tama County,IA,0.4298
19173,Taylor County,IA,0.4101
19175,Union County,IA,0.4209
19177,Van Buren County,IA,0.4639
19179,Wapello County,IA,0.4312
19181,Warren County,IA,0.3973
19183,Washington County,IA,0.3939
19185,Wayne County,IA,0.4598
19187,Webster County,IA,0.438
19189,Winnebago County,IA,0.4392
19191,Winneshiek County,IA,0.4404
19193,Woodbury County,IA,0.4291
19195,Worth County,IA,0.4028
19197,Wright County,IA,0.4324
20001,Allen County,KS,0.3881
20003,Anderson County,KS,0.4187
20005,Atchison County,KS,0.4292
20007,Barber County,KS,0.4471
20009,Barton County,KS,0.4307
20011,Bourbon County,KS,0.4227
20013,Brown County,KS,0.4191
20015,Butler County,KS,0.4043
20017,Chase County,KS,0.4734
20019,Chautauqua County,KS,0.4404
20021,Cherokee County,KS,0.4114
20023,Cheyenne County,KS,0.4536
20025,Clark County,KS,0.3879
20027,Clay County,KS,0.4165
20029,Cloud County,KS,0.4229
20031,Coffey County,KS,0.3938
20033,Comanche County,KS,0.4032
20035,Cowley County,KS,0.4581
20037,Crawford County,KS,0.4656
20039,Decatur County,KS,0.4254
20041,Dickinson County,KS,0.4286
20043,Doniphan County,KS,0.4228
20045,Douglas County,KS,0.4593
20047,Edwards County,KS,0.4206
20049,Elk County,KS,0.4405
20051,Ellis County,KS,0.4976
20053,Ellsworth County,KS,0.4007
20055,Finney County,KS,0.4028
20057,Ford County,KS,0.3966
20059,Franklin County,KS,0.3897
20061,Geary County,KS,0.3949
20063,Gove County,KS,0.4192
20065,Graham County,KS,0.3795
20067,Grant County,KS,0.3886
20069,Gray County,KS,0.4026
20071,Greeley County,KS,0.3839
20073,Greenwood County,KS,0.4928
20075,Hamilton County,KS,0.3883
20077,Harper County,KS,0.4387
20079,Harvey County,KS,0.3938
20081,Haskell County,KS,0.4026
20083,Hodgeman County,KS,0.3674
20085,Jackson County,KS,0.3719
20087,Jefferson County,KS,0.4053
20089,Jewell County,KS,0.4971
20091,Johnson County,KS,0.4459
20093,Kearny County,KS,0.3793
20095,Kingman County,KS,0.4103
20097,Kiowa County,KS,0.4348
20099,Labette County,KS,0.4345
20101,Lane County,KS,0.4529
20103,Leavenworth County,KS,0.4164
20105,Lincoln County,KS,0.4382
20107,Linn County,KS,0.4647
20109,Logan County,KS,0.4482
20111,Lyon County,KS,0.434
20113,McPherson County,KS,0.3944
20115,Marion County,KS,0.4387
20117,Marshall County,KS,0.4426
20119,Meade County,KS,0.5205
20121,Miami County,KS,0.4017
20123,Mitchell County,KS,0.4206
20125,Montgomery County,KS,0.431
20127,Morris County,KS,0.451
20129,Morton County,KS,0.3939
20131,Nemaha County,KS,0.4504
20133,Neosho County,KS,0.4421
20135,Ness County,KS,0.4416
20137,Norton County,KS,0.4582
20139,Osage County,KS,0.3839
20141,Osborne County,KS,0.4363
20143,Ottawa County,KS,0.3923
20145,Pawnee County,KS,0.4342
20147,Phillips County,KS,0.4433
20149,Pottawatomie County,KS,0.3858
20151,Pratt County,KS,0.4353
20153,Rawlins County,KS,0.4135
20155,Reno County,KS,0.4366
20157,Republic County,KS,0.4172
20159,Rice County,KS,0.4203
20161,Riley County,KS,0.4844
20163,Rooks County,KS,0.3685
20165,Rush County,KS,0.4829
20167,Russell County,KS,0.4734
20169,Saline County,KS,0.4369
20171,Scott County,KS,0.4034
20173,Sedgwick County,KS,0.4614
20175,Seward County,KS,0.3949
20177,Shawnee County,KS,0.4508
20179,Sheridan County,KS,0.4939
20181,Sherman County,KS,0.5011
20183,Smith County,KS,0.4405
20185,Stafford County,KS,0.4405
20187,Stanton County,KS,0.4437
20189,Stevens County,KS,0.3483
20191,Sumner County,KS,0.4077
20193,Thomas County,KS,0.4644
20195,Trego County,KS,0.423
20197,Wabaunsee County,KS,0.3928
20199,Wallace County,KS,0.4079
20201,Washington County,KS,0.4135
20203,Wichita County,KS,0.455
20205,Wilson County,KS,0.4788
20207,Woodson County,KS,0.4322
20209,Wyandotte County,KS,0.4272
21001,Adair County,KY,0.464
21003,Allen County,KY,0.4433
21005,Anderson County,KY,0.4107
21007,Ballard County,KY,0.4581
21009,Barren County,KY,0.4696
21011,Bath County,KY,0.5191
21013,Bell County,KY,0.4755
21015,Boone County,KY,0.3906
21017,Bourbon County,KY,0.452
21019,Boyd County,KY,0.4632
21021,Boyle County,KY,0.4723
21023,Bracken County,KY,0.4308
21025,Breathitt County,KY,0.4553
21027,Breckinridge County,KY,0.4622
21029,Bullitt County,KY,0.3947
21031,Butler County,KY,0.4309
21033,Caldwell County,KY,0.472
21035,Calloway County,KY,0.479
21037,Campbell County,KY,0.4896
21039,Carlisle County,KY,0.5083
21041,Carroll County,KY,0.4584
21043,Carter County,KY,0.5126
21045,Casey County,KY,0.4816
21047,Christian County,KY,0.4676
21049,Clark County,KY,0.4921
21051,Clay County,KY,0.4617
21053,Clinton County,KY,0.4601
21055,Crittenden County,KY,0.469
21057,Cumberland County,KY,0.4635
21059,Daviess County,KY,0.4574
21061,Edmonson County,KY,0.4201
21063,Elliott County,KY,0.4343
21065,Estill County,KY,0.4599
21067,Fayette County,KY,0.4901
21069,Fleming County,KY,0.465
21071,Floyd County,KY,0.4739
21073,Franklin County,KY,0.4526
21075,Fulton County,KY,0.4221
21077,Gallatin County,KY,0.4101
21079,Garrard County,KY,0.4498
21081,Grant County,KY,0.4209
21083,Graves County,KY,0.483
21085,Grayson County,KY,0.4834
21087,Green County,KY,0.4671
21089,Greenup County,KY,0.4768
21091,Hancock County,KY,0.4057
21093,Hardin County,KY,0.4627
21095,Harlan County,KY,0.4837
21097,Harrison County,KY,0.4545
21099,Hart County,KY,0.4626
21101,Henderson County,KY,0.4472
21103,Henry County,KY,0.4471
21105,Hickman County,KY,0.4987
21107,Hopkins County,KY,0.4291
21109,Jackson County,KY,0.4302
21111,Jefferson County,KY,0.4798
21113,Jessamine County,KY,0.5101
21115,Johnson County,KY,0.4626
21117,Kenton County,KY,0.4512
21119,Knott County,KY,0.4605
21121,Knox County,KY,0.5194
21123,Larue County,KY,0.4324
21125,Laurel County,KY,0.4548
21127,Lawrence County,KY,0.4676
21129,Lee County,KY,0.4963
21131,Leslie County,KY,0.416
21133,Letcher County,KY,0.4985
21135,Lewis County,KY,0.464
21137,Lincoln County,KY,0.4523
21139,Livingston County,KY,0.4688
21141,Logan County,KY,0.4166
21143,Lyon County,KY,0.4063
21145,McCracken County,KY,0.5105
21147,McCreary County,KY,0.4746
21149,McLean County,KY,0.4267
21151,Madison County,KY,0.4484
21153,Magoffin County,KY,0.4905
21155,Marion County,KY,0.4178
21157,Marshall County,KY,0.4351
21159,Martin County,KY,0.4928
21161,Mason County,KY,0.5442
21163,Meade County,KY,0.4367
21165,Menifee County,KY,0.447
21167,Mercer County,KY,0.3959
21169,Metcalfe County,KY,0.424
21171,Monroe County,KY,0.4713
21173,Montgomery County,KY,0.4243
21175,Morgan County,KY,0.4893
21177,Muhlenberg County,KY,0.506
21179,Nelson County,KY,0.4313
21181,Nicholas County,KY,0.4152
21183,Ohio County,KY,0.4291
21185,Oldham County,KY,0.4397
21187,Owen County,KY,0.4422
21189,Owsley County,KY,0.4641
21191,Pendleton County,KY,0.4582
21193,Perry County,KY,0.5322
21195,Pike County,KY,0.5012
21197,Powell County,KY,0.4818
21199,Pulaski County,KY,0.5008
21201,Robertson County,KY,0.4758
21203,Rockcastle County,KY,0.5043
21205,Rowan County,KY,0.5228
21207,Russell County,KY,0.4507
21209,Scott County,KY,0.3978
21211,Shelby County,KY,0.4254
21213,Simpson County,KY,0.4206
21215,Spencer County,KY,0.3819
21217,Taylor County,KY,0.4457
21219,Todd County,KY,0.4947
21221,Trigg County,KY,0.4444
21223,Trimble County,KY,0.428
21225,Union County,KY,0.4249
21227,Warren County,KY,0.4839
21229,Washington County,KY,0.4223
21231,Wayne County,KY,0.5169
21233,Webster County,KY,0.4168
21235,Whitley County,KY,0.4868
21237,Wolfe County,KY,0.3956
21239,Woodford County,KY,0.4121
22001,Acadia Parish,LA,0.4783
22003,Allen Parish,LA,0.4618
22005,Ascension Parish,LA,0.4186
22007,Assumption Parish,LA,0.4833
22009,Avoyelles Parish,LA,0.5077
22011,Beauregard Parish,LA,0.4211
22013,Bienville Parish,LA,0.4695
22015,Bossier Parish,LA,0.4587
22017,Caddo Parish,LA,0.5237
22019,Calcasieu Parish,LA,0.4742
22021,Caldwell Parish,LA,0.525
22023,Cameron Parish,LA,0.3732
22025,Catahoula Parish,LA,0.4571
22027,Claiborne Parish,LA,0.51
22029,Concordia Parish,LA,0.495
22031,De Soto Parish,LA,0.4924
22033,East Baton Rouge Parish,LA,0.5115
22035,East Carroll Parish,LA,0.6062
22037,East Feliciana Parish,LA,0.4895
22039,Evangeline Parish,LA,0.4893
22041,Franklin Parish,LA,0.5046
22043,Grant Parish,LA,0.4331
22045,Iberia Parish,LA,0.4724
22047,Iberville Parish,LA,0.4576
22049,Jackson Parish,LA,0.4597
22051,Jefferson Parish,LA,0.4779
22053,Jefferson Davis Parish,LA,0.459
22055,Lafayette Parish,LA,0.4969
22057,Lafourche Parish,LA,0.4829
22059,LaSalle Parish,LA,0.4512
22061,Lincoln Parish,LA,0.5244
22063,Livingston Parish,LA,0.4108
22065,Madison Parish,LA,0.538
22067,Morehouse Parish,LA,0.507
22069,Natchitoches Parish,LA,0.5324
22071,Orleans Parish,LA,0.5601
22073,Ouachita Parish,LA,0.5187
22075,Plaquemines Parish,LA,0.469
22077,Pointe Coupee Parish,LA,0.5059
22079,Rapides Parish,LA,0.4792
22081,Red River Parish,LA,0.4551
22083,Richland Parish,LA,0.4896
22085,Sabine Parish,LA,0.4882
22087,St. Bernard Parish,LA,0.4755
22089,St. Charles Parish,LA,0.4376
22091,St. Helena Parish,LA,0.4978
22093,St. James Parish,LA,0.4349
22095,St. John the Baptist Parish,LA,0.4433
22097,St. Landry Parish,LA,0.5008
22099,St. Martin Parish,LA,0.4774
22101,St. Mary Parish,LA,0.4828
22103,St. Tammany Parish,LA,0.4626
22105,Tangipahoa Parish,LA,0.475
22107,Tensas Parish,LA,0.5117
22109,Terrebonne Parish,LA,0.4745
22111,Union Parish,LA,0.5112
22113,Vermilion Parish,LA,0.4667
22115,Vernon Parish,LA,0.4552
22117,Washington Parish,LA,0.4816
22119,Webster Parish,LA,0.503
22121,West Baton Rouge Parish,LA,0.3873
22123,West Carroll Parish,LA,0.4452
22125,West Feliciana Parish,LA,0.4787
22127,Winn Parish,LA,0.4906
23001,Androscoggin County,ME,0.4299
23003,Aroostook County,ME,0.4588
23005,Cumberland County,ME,0.4668
23007,Franklin County,ME,0.4501
23009,Hancock County,ME,0.451
23011,Kennebec County,ME,0.4414
23013,Knox County,ME,0.436
23015,Lincoln County,ME,0.4588
23017,Oxford County,ME,0.4416
23019,Penobscot County,ME,0.4559
23021,Piscataquis County,ME,0.464
23023,Sagadahoc County,ME,0.4167
23025,Somerset County,ME,0.461
23027,Waldo County,ME,0.4304
23029,Washington County,ME,0.4587
23031,York County,ME,0.4179
24001,Allegany County,MD,0.4506
24003,Anne Arundel County,MD,0.4219
24005,Baltimore County,MD,0.4559
24009,Calvert County,MD,0.3768
24011,Caroline County,MD,0.457
24013,Carroll County,MD,0.4011
24015,Cecil County,MD,0.426
24017,Charles County,MD,0.3752
24019,Dorchester County,MD,0.4714
24021,Frederick County,MD,0.3957
24023,Garrett County,MD,0.49
24025,Harford County,MD,0.4071
24027,Howard County,MD,0.4133
24029,Kent County,MD,0.4542
24031,Montgomery County,MD,0.4689
24033,Prince George's County,MD,0.4076
24035,Queen Anne's County,MD,0.4339
24037,St. Mary's County,MD,0.4102
24039,Somerset County,MD,0.4568
24041,Talbot County,MD,0.4975
24043,Washington County,MD,0.441
24045,Wicomico County,MD,0.4552
24047,Worcester County,MD,0.4844
24510,Baltimore city,MD,0.5153
25001,Barnstable County,MA,0.4658
25003,Berkshire County,MA,0.491
25005,Bristol County,MA,0.4576
25007,Dukes County,MA,0.538
25009,Essex County,MA,0.4828
25011,Franklin County,MA,0.4373
25013,Hampden County,MA,0.4705
25015,Hampshire County,MA,0.4606
25017,Middlesex County,MA,0.4723
25019,Nantucket County,MA,0.4578
25021,Norfolk County,MA,0.4885
25023,Plymouth County,MA,0.4648
25025,Suffolk County,MA,0.5281
25027,Worcester County,MA,0.4556
26001,Alcona County,MI,0.4275
26003,Alger County,MI,0.3895
26005,Allegan County,MI,0.4102
26007,Alpena County,MI,0.461
26009,Antrim County,MI,0.4283
26011,Arenac County,MI,0.4037
26013,Baraga County,MI,0.4563
26015,Barry County,MI,0.4452
26017,Bay County,MI,0.4378
26019,Benzie County,MI,0.445
26021,Berrien County,MI,0.4823
26023,Branch County,MI,0.4201
26025,Calhoun County,MI,0.4438
26027,Cass County,MI,0.4654
26029,Charlevoix County,MI,0.4553
26031,Cheboygan County,MI,0.4294
26033,Chippewa County,MI,0.4823
26035,Clare County,MI,0.4619
26037,Clinton County,MI,0.4278
26039,Crawford County,MI,0.4008
26041,Delta County,MI,0.4505
26043,Dickinson County,MI,0.4346
26045,Eaton County,MI,0.3989
26047,Emmet County,MI,0.4633
26049,Genesee County,MI,0.4666
26051,Gladwin County,MI,0.4468
26053,Gogebic County,MI,0.4793
26055,Grand Traverse County,MI,0.4372
26057,Gratiot County,MI,0.4447
26059,Hillsdale County,MI,0.4215
26061,Houghton County,MI,0.4795
26063,Huron County,MI,0.4339
26065,Ingham County,MI,0.476
26067,Ionia County,MI,0.3762
26069,Iosco County,MI,0.434
26071,Iron County,MI,0.4341
26073,Isabella County,MI,0.4801
26075,Jackson County,MI,0.4456
26077,Kalamazoo County,MI,0.4609
26079,Kalkaska County,MI,0.4287
26081,Kent County,MI,0.4509
26083,Keweenaw County,MI,0.4573
26085,Lake County,MI,0.4451
26087,Lapeer County,MI,0.4293
26089,Leelanau County,MI,0.4635
26091,Lenawee County,MI,0.4205
26093,Livingston County,MI,0.4097
26095,Luce County,MI,0.4133
26097,Mackinac County,MI,0.4461
26099,Macomb County,MI,0.4261
26101,Manistee County,MI,0.4601
26103,Marquette County,MI,0.4148
26105,Mason County,MI,0.4419
26107,Mecosta County,MI,0.4199
26109,Menominee County,MI,0.426
26111,Midland County,MI,0.4615
26113,Missaukee County,MI,0.4221
26115,Monroe County,MI,0.4237
26117,Montcalm County,MI,0.396
26119,Montmorency County,MI,0.4227
26121,Muskegon County,MI,0.4367
26123,Newaygo County,MI,0.4254
26125,Oakland County,MI,0.4667
26127,Oceana County,MI,0.4053
26129,Ogemaw County,MI,0.4414
26131,Ontonagon County,MI,0.4147
26133,Osceola County,MI,0.4062
26135,Oscoda County,MI,0.4052
26137,Otsego County,MI,0.4263
26139,Ottawa County,MI,0.4185
26141,Presque Isle County,MI,0.435
26143,Roscommon County,MI,0.4684
26145,Saginaw County,MI,0.4747
26147,St. Clair County,MI,0.4255
26149,St. Joseph County,MI,0.409
26151,Sanilac County,MI,0.426
26153,Schoolcraft County,MI,0.4589
26155,Shiawassee County,MI,0.4141
26157,Tuscola County,MI,0.4037
26159,Van Buren County,MI,0.4286
26161,Washtenaw County,MI,0.489
26163,Wayne County,MI,0.4903
26165,Wexford County,MI,0.4359
27001,Aitkin County,MN,0.4357
27003,Anoka County,MN,0.3883
27005,Becker County,MN,0.4721
27007,Beltrami County,MN,0.4375
27009,Benton County,MN,0.3927
27011,Big Stone County,MN,0.4411
27013,Blue Earth County,MN,0.4346
27015,Brown County,MN,0.4
27017,Carlton County,MN,0.4073
27019,Carver County,MN,0.4152
27021,Cass County,MN,0.4327
27023,Chippewa County,MN,0.4267
27025,Chisago County,MN,0.3781
27027,Clay County,MN,0.443
27029,Clearwater County,MN,0.4451
27031,Cook County,MN,0.4064
27033,Cottonwood County,MN,0.415
27035,Crow Wing County,MN,0.4293
27037,Dakota County,MN,0.4105
27039,Dodge County,MN,0.3857
27041,Douglas County,MN,0.4377
27043,Faribault County,MN,0.4244
27045,Fillmore County,MN,0.4003
27047,Freeborn County,MN,0.4478
27049,Goodhue County,MN,0.4212
27051,Grant County,MN,0.4532
27053,Hennepin County,MN,0.4792
27055,Houston County,MN,0.4059
27057,Hubbard County,MN,0.4489
27059,Isanti County,MN,0.3926
27061,Itasca County,MN,0.432
27063,Jackson County,MN,0.4162
27065,Kanabec County,MN,0.3964
27067,Kandiyohi County,MN,0.4175
27069,Kittson County,MN,0.4156
27071,Koochiching County,MN,0.4024
27073,Lac qui Parle County,MN,0.4437
27075,Lake County,MN,0.3973
27077,Lake of the Woods County,MN,0.4226
27079,Le Sueur County,MN,0.3987
27081,Lincoln County,MN,0.4401
27083,Lyon County,MN,0.4519
27085,McLeod County,MN,0.4248
27087,Mahnomen County,MN,0.4429
27089,Marshall County,MN,0.3842
27091,Martin County,MN,0.419
27093,Meeker County,MN,0.4221
27095,Mille Lacs County,MN,0.4209
27097,Morrison County,MN,0.424
27099,Mower County,MN,0.4189
27101,Murray County,MN,0.4106
27103,Nicollet County,MN,0.4596
27105,Nobles County,MN,0.4187
27107,Norman County,MN,0.4416
27109,Olmsted County,MN,0.4569
27111,Otter Tail County,MN,0.4343
27113,Pennington County,MN,0.3882
27115,Pine County,MN,0.4154
27117,Pipestone County,MN,0.425
27119,Polk County,MN,0.4196
27121,Pope County,MN,0.4201
27123,Ramsey County,MN,0.4635
27125,Red Lake County,MN,0.4008
27127,Redwood County,MN,0.4195
27129,Renville County,MN,0.4123
27131,Rice County,MN,0.4327
27133,Rock County,MN,0.4401
27135,Roseau County,MN,0.423
27137,St. Louis County,MN,0.4531
27139,Scott County,MN,0.4083
27141,Sherburne County,MN,0.3759
27143,Sibley County,MN,0.4198
27145,Stearns County,MN,0.4314
27147,Steele County,MN,0.426
27149,Stevens County,MN,0.4823
27151,Swift County,MN,0.4586
27153,Todd County,MN,0.4079
27155,Traverse County,MN,0.428
27157,Wabasha County,MN,0.4119
27159,Wadena County,MN,0.4064
27161,Waseca County,MN,0.4226
27163,Washington County,MN,0.426
27165,Watonwan County,MN,0.4458
27167,Wilkin County,MN,0.4502
27169,Winona County,MN,0.4347
27171,Wright County,MN,0.3789
27173,Yellow Medicine County,MN,0.4221
28001,Adams County,MS,0.51
28003,Alcorn County,MS,0.4855
28005,Amite County,MS,0.5003
28007,Attala County,MS,0.5375
28009,Benton County,MS,0.4693
28011,Bolivar County,MS,0.5585
28013,Calhoun County,MS,0.4158
28015,Carroll County,MS,0.4601
28017,Chickasaw County,MS,0.4667
28019,Choctaw County,MS,0.5014
28021,Claiborne County,MS,0.5425
28023,Clarke County,MS,0.4987
28025,Clay County,MS,0.5131
28027,Coahoma County,MS,0.522
28029,Copiah County,MS,0.535
28031,Covington County,MS,0.4866
28033,DeSoto County,MS,0.3985
28035,Forrest County,MS,0.5008
28037,Franklin County,MS,0.5028
28039,George County,MS,0.4628
28041,Greene County,MS,0.4685
28043,Grenada County,MS,0.4992
28045,Hancock County,MS,0.471
28047,Harrison County,MS,0.4597
28049,Hinds County,MS,0.483
28051,Holmes County,MS,0.5722
28053,Humphreys County,MS,0.5853
28055,Issaquena County,MS,0.4862
28057,Itawamba County,MS,0.489
28059,Jackson County,MS,0.4646
28061,Jasper County,MS,0.4432
28063,Jefferson County,MS,0.5051
28065,Jefferson Davis County,MS,0.4553
28067,Jones County,MS,0.4723
28069,Kemper County,MS,0.4647
28071,Lafayette County,MS,0.5244
28073,Lamar County,MS,0.4715
28075,Lauderdale County,MS,0.5065
28077,Lawrence County,MS,0.4645
28079,Leake County,MS,0.5039
28081,Lee County,MS,0.4622
28083,Leflore County,MS,0.5734
28085,Lincoln County,MS,0.4782
28087,Lowndes County,MS,0.487
28089,Madison County,MS,0.4921
28091,Marion County,MS,0.4888
28093,Marshall County,MS,0.472
28095,Monroe County,MS,0.4536
28097,Montgomery County,MS,0.5178
28099,Neshoba County,MS,0.4654
28101,Newton County,MS,0.5041
28103,Noxubee County,MS,0.4443
28105,Oktibbeha County,MS,0.5485
28107,Panola County,MS,0.4835
28109,Pearl River County,MS,0.4413
28111,Perry County,MS,0.4072
28113,Pike County,MS,0.5437
28115,Pontotoc County,MS,0.4241
28117,Prentiss County,MS,0.4824
28119,Quitman County,MS,0.4647
28121,Rankin County,MS,0.4105
28123,Scott County,MS,0.473
28125,Sharkey County,MS,0.4737
28127,Simpson County,MS,0.4825
28129,Smith County,MS,0.4493
28131,Stone County,MS,0.4236
28133,Sunflower County,MS,0.489
28135,Tallahatchie County,MS,0.4398
28137,Tate County,MS,0.4322
28139,Tippah County,MS,0.4595
28141,Tishomingo County,MS,0.4654
28143,Tunica County,MS,0.4517
28145,Union County,MS,0.4287
28147,Walthall County,MS,0.5057
28149,Warren County,MS,0.4743
28151,Washington County,MS,0.4957
28153,Wayne County,MS,0.5054
28155,Webster County,MS,0.4068
28157,Wilkinson County,MS,0.4887
28159,Winston County,MS,0.4979
28161,Yalobusha County,MS,0.4282
28163,Yazoo County,MS,0.4815
29001,Adair County,MO,0.5621
29003,Andrew County,MO,0.4011
29005,Atchison County,MO,0.423
29007,Audrain County,MO,0.4434
29009,Barry County,MO,0.4704
29011,Barton County,MO,0.4883
29013,Bates County,MO,0.4269
29015,Benton County,MO,0.4684
29017,Bollinger County,MO,0.4031
29019,Boone County,MO,0.4753
29021,Buchanan County,MO,0.4726
29023,Butler County,MO,0.4589
29025,Caldwell County,MO,0.4271
29027,Callaway County,MO,0.4029
29029,Camden County,MO,0.4745
29031,Cape Girardeau County,MO,0.4455
29033,Carroll County,MO,0.4116
29035,Carter County,MO,0.4518
29037,Cass County,MO,0.3956
29039,Cedar County,MO,0.5323
29041,Chariton County,MO,0.4104
29043,Christian County,MO,0.4196
29045,Clark County,MO,0.4321
29047,Clay County,MO,0.4101
29049,Clinton County,MO,0.4072
29051,Cole County,MO,0.4166
29053,Cooper County,MO,0.4122
29055,Crawford County,MO,0.4729
29057,Dade County,MO,0.4732
29059,Dallas County,MO,0.4396
29061,Daviess County,MO,0.4511
29063,DeKalb County,MO,0.3958
29065,Dent County,MO,0.445
29067,Douglas County,MO,0.5152
29069,Dunklin County,MO,0.4878
29071,Franklin County,MO,0.4228
29073,Gasconade County,MO,0.4603
29075,Gentry County,MO,0.4588
29077,Greene County,MO,0.4748
29079,Grundy County,MO,0.4754
29081,Harrison County,MO,0.4111
29083,Henry County,MO,0.4639
29085,Hickory County,MO,0.4535
29087,Holt County,MO,0.4504
29089,Howard County,MO,0.4268
29091,Howell County,MO,0.4652
29093,Iron County,MO,0.4331
29095,Jackson County,MO,0.458
29097,Jasper County,MO,0.4421
29099,Jefferson County,MO,0.3924
29101,Johnson County,MO,0.3989
29103,Knox County,MO,0.4427
29105,Laclede County,MO,0.454
29107,Lafayette County,MO,0.3814
29109,Lawrence County,MO,0.42
29111,Lewis County,MO,0.4393
29113,Lincoln County,MO,0.401
29115,Linn County,MO,0.4529
29117,Livingston County,MO,0.4553
29119,McDonald County,MO,0.4285
29121,Macon County,MO,0.4021
29123,Madison County,MO,0.4858
29125,Maries County,MO,0.449
29127,Marion County,MO,0.4407
29129,Mercer County,MO,0.4145
29131,Miller County,MO,0.4499
29133,Mississippi County,MO,0.4595
29135,Moniteau County,MO,0.4122
29137,Monroe County,MO,0.4771
29139,Montgomery County,MO,0.4318
29141,Morgan County,MO,0.4942
29143,New Madrid County,MO,0.4644
29145,Newton County,MO,0.4762
29147,Nodaway County,MO,0.4462
29149,Oregon County,MO,0.4318
29151,Osage County,MO,0.4721
29153,Ozark County,MO,0.5319
29155,Pemiscot County,MO,0.5042
29157,Perry County,MO,0.4155
29159,Pettis County,MO,0.451
29161,Phelps County,MO,0.4698
29163,Pike County,MO,0.4417
29165,Platte County,MO,0.4334
29167,Polk County,MO,0.433
29169,Pulaski County,MO,0.4093
29171,Putnam County,MO,0.4695
29173,Ralls County,MO,0.4269
29175,Randolph County,MO,0.4142
29177,Ray County,MO,0.4313
29179,Reynolds County,MO,0.4345
29181,Ripley County,MO,0.4424
29183,St. Charles County,MO,0.4034
29185,St. Clair County,MO,0.4337
29186,Ste. Genevieve County,MO,0.4375
29187,St. Francois County,MO,0.4333
29189,St. Louis County,MO,0.4972
29195,Saline County,MO,0.4372
29197,Schuyler County,MO,0.3774
29199,Scotland County,MO,0.457
29201,Scott County,MO,0.4731
29203,Shannon County,MO,0.4014
29205,Shelby County,MO,0.4364
29207,Stoddard County,MO,0.4142
29209,Stone County,MO,0.447
29211,Sullivan County,MO,0.4246
29213,Taney County,MO,0.4384
29215,Texas County,MO,0.4705
29217,Vernon County,MO,0.4082
29219,Warren County,MO,0.418
29221,Washington County,MO,0.5005
29223,Wayne County,MO,0.4444
29225,Webster County,MO,0.4054
29227,Worth County,MO,0.4305
29229,Wright County,MO,0.4331
29510,St. Louis city,MO,0.4954
30001,Beaverhead County,MT,0.4685
30003,Big Horn County,MT,0.4526
30005,Blaine County,MT,0.4443
30007,Broadwater County,MT,0.4116
30009,Carbon County,MT,0.4628
30011,Carter County,MT,0.4441
30013,Cascade County,MT,0.451
30015,Chouteau County,MT,0.437
30017,Custer County,MT,0.4449
30019,Daniels County,MT,0.4034
30021,Dawson County,MT,0.3969
30023,Deer Lodge County,MT,0.4449
30025,Fallon County,MT,0.4632
30027,Fergus County,MT,0.4443
30029,Flathead County,MT,0.4587
30031,Gallatin County,MT,0.4705
30033,Garfield County,MT,0.4566
30035,Glacier County,MT,0.4849
30037,Golden Valley County,MT,0.4688
30039,Granite County,MT,0.4883
30041,Hill County,MT,0.4093
